object_name,sample_name,obj. ref
FontanaF_2023__SRR20746964__bin.9,FontanaF_2023__SRR20746964__bin.9,218406/4746/1
LeechJ_xxxx__AF57__bin.1,LeechJ_xxxx__AF57__bin.1,218406/4747/1
MAG_535,MAG_535,218406/4748/1
MASTER_WP4_UNINA_1__PM012_71775__bin.12,MASTER_WP4_UNINA_1__PM012_71775__bin.12,218406/4757/1
MortensenS_xxxx__WK001T-2-L-04h-05E3_S91__bin.3,MortensenS_xxxx__WK001T-2-L-04h-05E3_S91__bin.3,218406/4758/1
AlvarezOrdonezA_xxxx__Q08-26__bin.3,AlvarezOrdonezA_xxxx__Q08-26__bin.3,218406/4759/1
MAG_475,MAG_475,218406/4761/1
MotaGutierrezJ_2021__SRR11602140__bin.22,MotaGutierrezJ_2021__SRR11602140__bin.22,218406/4762/1
FontanaF_2023__SRR20746822__bin.9,FontanaF_2023__SRR20746822__bin.9,218406/4763/1
LeechJ_xxxx__AF31__bin.6,LeechJ_xxxx__AF31__bin.6,218406/4764/1
MortensenS_xxxx__WK045-2-G-48h-04C3_S121__bin.6,MortensenS_xxxx__WK045-2-G-48h-04C3_S121__bin.6,218406/4767/1
ZhaoCC_2020__SRS5803193__bin.13,ZhaoCC_2020__SRS5803193__bin.13,218406/4770/1
MAG_424,MAG_424,218406/4773/1
CM_UNINA_FFOOD__FFOOD_327__bin.4,CM_UNINA_FFOOD__FFOOD_327__bin.4,218406/4775/1
MortensenS_xxxx__WK059-1-L-08h-04G9_S34__bin.2,MortensenS_xxxx__WK059-1-L-08h-04G9_S34__bin.2,218406/4776/1
ODFM-BA-A-0217-003_GCF_025908565.1,ODFM-BA-A-0217-003_GCF_025908565.1,218406/4777/1
MASTER_WP4_UNINA_1__SF013_71775__bin.21,MASTER_WP4_UNINA_1__SF013_71775__bin.21,218406/4778/1
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.18,MASTER_WP4_FFoQSI_1__VB-15-BD__bin.18,218406/4779/1
MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8,MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8,218406/4780/1
MortensenS_xxxx__WK039-1-L-08h-03E6_S61__bin.1,MortensenS_xxxx__WK039-1-L-08h-03E6_S61__bin.1,218406/4785/1
MagliuloR_2024__SRR28235392__bin.5,MagliuloR_2024__SRR28235392__bin.5,218406/4792/1
LeechJ_2020__ERS3967699__bin.4,LeechJ_2020__ERS3967699__bin.4,218406/4793/1
MAG_597,MAG_597,218406/4794/1
MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.6,MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.6,218406/4795/1
ODFM-BA-A-0136-001_Staphylococcus_aureus_18SBCL679,ODFM-BA-A-0136-001_Staphylococcus_aureus_18SBCL679,218406/4796/1
WalshL_xxxx__L6__bin.6,WalshL_xxxx__L6__bin.6,218406/4797/1
CM_UNINA_FFOOD__FFOOD_277__bin.14,CM_UNINA_FFOOD__FFOOD_277__bin.14,218406/4798/1
We5_bin.circ.8,We5_bin.circ.8,218406/4799/1
MASTER_WP4_CSIC_1__P2173_73322__bin.9,MASTER_WP4_CSIC_1__P2173_73322__bin.9,218406/4800/1
MASTER_WP4_UNINA_1__SC109_71775__bin.18,MASTER_WP4_UNINA_1__SC109_71775__bin.18,218406/4801/1
LeechJ_2020__ERS3967716__bin.4,LeechJ_2020__ERS3967716__bin.4,218406/4811/1
MASTER_WP4_TEAGASC_1__TGS13-22__bin.35,MASTER_WP4_TEAGASC_1__TGS13-22__bin.35,218406/4813/1
WalshL_xxxx__V1__bin.1,WalshL_xxxx__V1__bin.1,218406/4814/1
MASTER_WP4_UNINA_1__CM008_71775__bin.21,MASTER_WP4_UNINA_1__CM008_71775__bin.21,218406/4815/1
LandisEA_2021__SRS5653152__bin.3,LandisEA_2021__SRS5653152__bin.3,218406/4816/1
MASTER_WP4_CSIC_2__P2619__bin.36,MASTER_WP4_CSIC_2__P2619__bin.36,218406/4817/1
LeechJ_xxxx__AF20__bin.5,LeechJ_xxxx__AF20__bin.5,218406/4818/1
LeechJ_2020__ERS3967715__bin.10,LeechJ_2020__ERS3967715__bin.10,218406/4822/1
MAG_486,MAG_486,218406/4824/1
DeFilippisF_xxxx__DF_7__bin.11,DeFilippisF_xxxx__DF_7__bin.11,218406/4826/1
MASTER_WP4_UNINA_1__FO011_71775__bin.18,MASTER_WP4_UNINA_1__FO011_71775__bin.18,218406/4827/1
MASTER_WP4_FFoQSI_2__VB05-25__bin.10,MASTER_WP4_FFoQSI_2__VB05-25__bin.10,218406/4831/1
MAG_98,MAG_98,218406/4832/1
We6_bin.circ.9,We6_bin.circ.9,218406/4835/1
MASTER_WP4_FFoQSI_2__VB11-25__bin.11,MASTER_WP4_FFoQSI_2__VB11-25__bin.11,218406/4836/1
MASTER_WP4_FFoQSI_1__VB-15-M11__bin.27,MASTER_WP4_FFoQSI_1__VB-15-M11__bin.27,218406/4838/1
MAG_410,MAG_410,218406/4840/1
LeechJ_2020__ERS3967725__bin.1,LeechJ_2020__ERS3967725__bin.1,218406/4843/1
CM_UNINA_FFOOD__FFOOD_285__bin.10,CM_UNINA_FFOOD__FFOOD_285__bin.10,218406/4844/1
MASTER_WP4_CSIC_1__P2247_73323__bin.6,MASTER_WP4_CSIC_1__P2247_73323__bin.6,218406/4845/1
CM_UNINA_FFOOD__FFOOD_427__bin.3,CM_UNINA_FFOOD__FFOOD_427__bin.3,218406/4848/1
MASTER_WP4_CSIC_1__P2172_73322__bin.6,MASTER_WP4_CSIC_1__P2172_73322__bin.6,218406/4849/1
PatroJN_2016__SRS1044738__bin.14,PatroJN_2016__SRS1044738__bin.14,218406/4850/1
MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin.1,MortensenS_xxxx__WK069-1-L-08h-05C8_S78__bin.1,218406/4854/1
MotaGutierrezJ_2021__SRR11602140__bin.16,MotaGutierrezJ_2021__SRR11602140__bin.16,218406/4856/1
MASTER_WP4_CSIC_1__P2238_73323__bin.1,MASTER_WP4_CSIC_1__P2238_73323__bin.1,218406/4857/1
LeechJ_2020__ERS3967735__bin.8,LeechJ_2020__ERS3967735__bin.8,218406/4862/1
WalshAM_2020__ERS3466751__bin.7,WalshAM_2020__ERS3466751__bin.7,218406/4863/1
MAG_501,MAG_501,218406/4864/1
MASTER_WP4_CSIC_2__P2625__bin.20,MASTER_WP4_CSIC_2__P2625__bin.20,218406/4865/1
MASTER_WP4_UNINA_2__O-30__bin.4,MASTER_WP4_UNINA_2__O-30__bin.4,218406/4866/1
MortensenS_xxxx__WK053-2-G-48h-05G5_S111__bin.2,MortensenS_xxxx__WK053-2-G-48h-05G5_S111__bin.2,218406/4870/1
BertuzziAS_2018__ERS2032129__bin.5,BertuzziAS_2018__ERS2032129__bin.5,218406/4871/1
AlvarezOrdonezA_xxxx__Q02-27__bin.12,AlvarezOrdonezA_xxxx__Q02-27__bin.12,218406/4873/1
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.50,MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.50,218406/4879/1
ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101,ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101,218406/4881/1
ChaconVargasK_2020__SRS6087090__bin.7,ChaconVargasK_2020__SRS6087090__bin.7,218406/4882/1
MASTER_WP4_TEAGASC_1__TGS14-28__bin.1,MASTER_WP4_TEAGASC_1__TGS14-28__bin.1,218406/4883/1
LeechJ_xxxx__AF64__bin.4,LeechJ_xxxx__AF64__bin.4,218406/4884/1
LeechJ_2020__ERS3967740__bin.10,LeechJ_2020__ERS3967740__bin.10,218406/4885/1
KharnaiorP_2023__SRR22859379__bin.13,KharnaiorP_2023__SRR22859379__bin.13,218406/4886/1
AlvarezOrdonezA_xxxx__Q05-24__bin.4,AlvarezOrdonezA_xxxx__Q05-24__bin.4,218406/4887/1
AlvarezOrdonezA_xxxx__Q05-21__bin.11,AlvarezOrdonezA_xxxx__Q05-21__bin.11,218406/4888/1
MASTER_WP4_UNINA_2__P-22__bin.11,MASTER_WP4_UNINA_2__P-22__bin.11,218406/4894/1
CM_UNINA_FFOOD__FFOOD_418__bin.8,CM_UNINA_FFOOD__FFOOD_418__bin.8,218406/4899/1
MAG_632,MAG_632,218406/4900/1
EBC_097.14,EBC_097.14,218406/4901/1
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.58,MASTER_WP4_FFoQSI_1__VB-16-BD__bin.58,218406/4902/1
AlvarezOrdonezA_xxxx__R04-18__bin.6,AlvarezOrdonezA_xxxx__R04-18__bin.6,218406/4905/1
MASTER_WP4_TEAGASC_1__TGS08-30__bin.2,MASTER_WP4_TEAGASC_1__TGS08-30__bin.2,218406/4906/1
MASTER_WP4_CSIC_2__P2621__bin.8,MASTER_WP4_CSIC_2__P2621__bin.8,218406/4908/1
MASTER_WP4_UNINA_2__V-24__bin.11,MASTER_WP4_UNINA_2__V-24__bin.11,218406/4909/1
WalshL_xxxx__Q12__bin.2,WalshL_xxxx__Q12__bin.2,218406/4910/1
DeFilippisF_xxxx__DS_78__bin.5,DeFilippisF_xxxx__DS_78__bin.5,218406/4914/1
CM_UNINA_FFOOD__FFOOD_251__bin.10,CM_UNINA_FFOOD__FFOOD_251__bin.10,218406/4916/1
MASTER_WP4_CSIC_2__P2631__bin.1,MASTER_WP4_CSIC_2__P2631__bin.1,218406/4921/1
MASTER_WP4_FFoQSI_1__VB-16-M14__bin.18,MASTER_WP4_FFoQSI_1__VB-16-M14__bin.18,218406/4922/1
MASTER_WP4_CSIC_2__P2598__bin.8,MASTER_WP4_CSIC_2__P2598__bin.8,218406/4923/1
MASTER_WP4_UNINA_1__ST007_71775__bin.2,MASTER_WP4_UNINA_1__ST007_71775__bin.2,218406/4924/1
DuR_2020__DRS139334__bin.5,DuR_2020__DRS139334__bin.5,218406/4925/1
EBC_030.11,EBC_030.11,218406/4928/1
AlvarezOrdonezA_xxxx__F03-18__bin.1,AlvarezOrdonezA_xxxx__F03-18__bin.1,218406/4929/1
MASTER_WP4_UNINA_1__TO013_71775__bin.2,MASTER_WP4_UNINA_1__TO013_71775__bin.2,218406/4930/1
MASTER_WP4_FFoQSI_1__VB-06-BG__bin.2,MASTER_WP4_FFoQSI_1__VB-06-BG__bin.2,218406/4932/1
MASTER_WP4_CSIC_2__P2578__bin.17,MASTER_WP4_CSIC_2__P2578__bin.17,218406/4939/1
MAG_511,MAG_511,218406/4940/1
MASTER_WP4_UNINA_2__M-27__bin.1,MASTER_WP4_UNINA_2__M-27__bin.1,218406/4941/1
CM_UNINA_FFOOD__FFOOD_227__bin.9,CM_UNINA_FFOOD__FFOOD_227__bin.9,218406/4943/1
AlvarezOrdonezA_xxxx__Q07-22__bin.2,AlvarezOrdonezA_xxxx__Q07-22__bin.2,218406/4945/1
CM_UNINA_FFOOD__FFOOD_410__bin.10,CM_UNINA_FFOOD__FFOOD_410__bin.10,218406/4948/1
MotaGutierrezJ_2021__SRR11602143__bin.21,MotaGutierrezJ_2021__SRR11602143__bin.21,218406/4949/1
DeFilippisF_xxxx__DF_102__bin.19,DeFilippisF_xxxx__DF_102__bin.19,218406/4950/1
MASTER_WP4_TEAGASC_1__TGS12-29__bin.20,MASTER_WP4_TEAGASC_1__TGS12-29__bin.20,218406/4951/1
MAG_451,MAG_451,218406/4954/1
MAG_540,MAG_540,218406/4955/1
MASTER_WP4_UNINA_2__U-22__bin.6,MASTER_WP4_UNINA_2__U-22__bin.6,218406/4957/1
MASTER_WP4_FFoQSI_1__VB-08-BD__bin.13,MASTER_WP4_FFoQSI_1__VB-08-BD__bin.13,218406/4958/1
AlvarezOrdonezA_xxxx__Q01-29__bin.6,AlvarezOrdonezA_xxxx__Q01-29__bin.6,218406/4963/1
DeFilippisF_xxxx__DS_21__bin.9,DeFilippisF_xxxx__DS_21__bin.9,218406/4967/1
SomervilleV_2019__SRS3593113__bin.2,SomervilleV_2019__SRS3593113__bin.2,218406/4968/1
G_65_1_oryzoeni_assembly,G_65_1_oryzoeni_assembly,218406/4969/1
AlvarezOrdonezA_xxxx__Q04-30__bin.1,AlvarezOrdonezA_xxxx__Q04-30__bin.1,218406/4970/1
DeFilippisF_xxxx__DS_97__bin.10,DeFilippisF_xxxx__DS_97__bin.10,218406/4972/1
MASTER_WP4_TEAGASC_1__TGS04-30__bin.22,MASTER_WP4_TEAGASC_1__TGS04-30__bin.22,218406/4973/1
MAG_88,MAG_88,218406/4974/1
MASTER_WP4_TEAGASC_1__TGS04-29__bin.8,MASTER_WP4_TEAGASC_1__TGS04-29__bin.8,218406/4975/1
LeechJ_xxxx__AF59__bin.3,LeechJ_xxxx__AF59__bin.3,218406/4976/1
MagliuloR_2024__SRR28235377__bin.1,MagliuloR_2024__SRR28235377__bin.1,218406/4983/1
AlvarezOrdonezA_xxxx__C03-19__bin.28,AlvarezOrdonezA_xxxx__C03-19__bin.28,218406/4987/1
MAG_496,MAG_496,218406/4988/1
MASTER_WP4_UNINA_2__V-24.1__bin.9,MASTER_WP4_UNINA_2__V-24.1__bin.9,218406/4990/1
MASTER_WP4_CSIC_1__P2250_73323__bin.29,MASTER_WP4_CSIC_1__P2250_73323__bin.29,218406/4991/1
MASTER_WP4_UNINA_1__SR008_71775__bin.11,MASTER_WP4_UNINA_1__SR008_71775__bin.11,218406/4992/1
FontanaF_2023__SRR20746977__bin.6,FontanaF_2023__SRR20746977__bin.6,218406/4993/1
Imad_A-2.bin.9,Imad_A-2.bin.9,218406/4994/1
MASTER_WP4_CSIC_1__P2240_73323__bin.18,MASTER_WP4_CSIC_1__P2240_73323__bin.18,218406/4997/1
MASTER_WP4_UNINA_2__T-28__bin.8,MASTER_WP4_UNINA_2__T-28__bin.8,218406/4998/1
LeechJ_2020__ERS3967714__bin.8,LeechJ_2020__ERS3967714__bin.8,218406/5000/1
VerceM_2019__ERS1807709__bin.1,VerceM_2019__ERS1807709__bin.1,218406/5006/1
MortensenS_xxxx__WK060-2-L-48h-04H7_S41__bin.6,MortensenS_xxxx__WK060-2-L-48h-04H7_S41__bin.6,218406/5008/1
MASTER_WP4_FFoQSI_1__KM-5G__bin.5,MASTER_WP4_FFoQSI_1__KM-5G__bin.5,218406/5009/1
FalardeauJ_2023__SRR20811227__bin.4,FalardeauJ_2023__SRR20811227__bin.4,218406/5012/1
FontanaF_2023__SRR20746846__bin.2,FontanaF_2023__SRR20746846__bin.2,218406/5014/1
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.5,MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.5,218406/5015/1
WolfeBE_2014__319_Tarentaise__bin.1,WolfeBE_2014__319_Tarentaise__bin.1,218406/5017/1
MASTER_WP4_FFoQSI_2__VB06-29__bin.8,MASTER_WP4_FFoQSI_2__VB06-29__bin.8,218406/5018/1
MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.2,MortensenS_xxxx__WK001-1-L-08h-01F1_S25__bin.2,218406/5019/1
MAG_574,MAG_574,218406/5021/1
CM_UNINA_FFOOD__FFOOD_429__bin.1,CM_UNINA_FFOOD__FFOOD_429__bin.1,218406/5026/1
MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.2,MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.2,218406/5027/1
WalshAM_2017__ERS1739833__bin.2,WalshAM_2017__ERS1739833__bin.2,218406/5029/1
AlvarezOrdonezA_xxxx__Q03-30__bin.1,AlvarezOrdonezA_xxxx__Q03-30__bin.1,218406/5031/1
MAG_465,MAG_465,218406/5032/1
LandisEA_2021__SRS5653137__bin.2,LandisEA_2021__SRS5653137__bin.2,218406/5034/1
MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.6,MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.6,218406/5037/1
MASTER_WP4_TEAGASC_1__TGS12-29__bin.14,MASTER_WP4_TEAGASC_1__TGS12-29__bin.14,218406/5038/1
LeechJ_xxxx__AF45__bin.4,LeechJ_xxxx__AF45__bin.4,218406/5041/1
CM_UNINA_FFOOD__FFOOD_325__bin.8,CM_UNINA_FFOOD__FFOOD_325__bin.8,218406/5043/1
MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin.3,MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin.3,218406/5045/1
MASTER_WP4_UNINA_1__PU010_71775__bin.30,MASTER_WP4_UNINA_1__PU010_71775__bin.30,218406/5048/1
MAG_525,MAG_525,218406/5049/1
FontanaF_2023__SRR20746834__bin.5,FontanaF_2023__SRR20746834__bin.5,218406/5051/1
MASTER_WP4_UNINA_1__SS007_71775__bin.14,MASTER_WP4_UNINA_1__SS007_71775__bin.14,218406/5052/1
CM_UNINA_FFOOD__FFOOD_340__bin.11,CM_UNINA_FFOOD__FFOOD_340__bin.11,218406/5053/1
SternesPR_2017__Y1D1_B_shotgun__bin.6,SternesPR_2017__Y1D1_B_shotgun__bin.6,218406/5056/1
WolfeBE_2014__705_Forme_dAmbert__bin.4,WolfeBE_2014__705_Forme_dAmbert__bin.4,218406/5060/1
LeechJ_xxxx__AF37__bin.3,LeechJ_xxxx__AF37__bin.3,218406/5061/1
MASTER_WP4_CSIC_2__P2558__bin.5,MASTER_WP4_CSIC_2__P2558__bin.5,218406/5063/1
MortensenS_xxxx__WK025-2-L-48h-02H7_S8__bin.1,MortensenS_xxxx__WK025-2-L-48h-02H7_S8__bin.1,218406/5064/1
MASTER_WP4_TEAGASC_1__TGS01-28__bin.1,MASTER_WP4_TEAGASC_1__TGS01-28__bin.1,218406/5065/1
KharnaiorP_2023__SRR22859377__bin.20,KharnaiorP_2023__SRR22859377__bin.20,218406/5067/1
FontanaF_2023__SRR20746929__bin.11,FontanaF_2023__SRR20746929__bin.11,218406/5070/1
MASTER_WP4_FFoQSI_1__KM-2D__bin.34,MASTER_WP4_FFoQSI_1__KM-2D__bin.34,218406/5073/1
MAG_389,MAG_389,218406/5076/1
CM_UNINA_FFOOD__FFOOD_276__bin.2,CM_UNINA_FFOOD__FFOOD_276__bin.2,218406/5077/1
DuR_2020__DRS139335__bin.20,DuR_2020__DRS139335__bin.20,218406/5079/1
C-R06.bin.5,C-R06.bin.5,218406/5080/1
LandisEA_2021__SRS5653132__bin.1,LandisEA_2021__SRS5653132__bin.1,218406/5081/1
LeechJ_xxxx__AF89__bin.7,LeechJ_xxxx__AF89__bin.7,218406/5083/1
MASTER_WP4_TEAGASC_1__TGS15-30__bin.20,MASTER_WP4_TEAGASC_1__TGS15-30__bin.20,218406/5087/1
LeechJ_xxxx__AF29__bin.13,LeechJ_xxxx__AF29__bin.13,218406/5088/1
WalshAM_2020__ERS3466776__bin.17,WalshAM_2020__ERS3466776__bin.17,218406/5089/1
MASTER_WP4_TEAGASC_1__TGS01-22__bin.26,MASTER_WP4_TEAGASC_1__TGS01-22__bin.26,218406/5093/1
LeechJ_2020__ERS3967713__bin.12,LeechJ_2020__ERS3967713__bin.12,218406/5094/1
MAG_158,MAG_158,218406/5096/1
MortensenS_xxxx__WK004-1-L-08h-01G4_S37__bin.2,MortensenS_xxxx__WK004-1-L-08h-01G4_S37__bin.2,218406/5097/1
MASTER_WP4_UNINA_1__PU007_71775__bin.12,MASTER_WP4_UNINA_1__PU007_71775__bin.12,218406/5100/1
MASTER_WP4_TEAGASC_1__TGS14-22__bin.34,MASTER_WP4_TEAGASC_1__TGS14-22__bin.34,218406/5102/1
MASTER_WP4_CSIC_1__P2224_73323__bin.6,MASTER_WP4_CSIC_1__P2224_73323__bin.6,218406/5103/1
YuY_2022__SRR16950700__bin.21,YuY_2022__SRR16950700__bin.21,218406/5105/1
MASTER_WP4_TEAGASC_1__TGS14-30__bin.33,MASTER_WP4_TEAGASC_1__TGS14-30__bin.33,218406/5110/1
MASTER_WP4_UNINA_2__O-26.1__bin.17,MASTER_WP4_UNINA_2__O-26.1__bin.17,218406/5111/1
MASTER_WP4_CSIC_2__P2549__bin.6,MASTER_WP4_CSIC_2__P2549__bin.6,218406/5113/1
MASTER_WP4_UNINA_2__V-29__bin.1,MASTER_WP4_UNINA_2__V-29__bin.1,218406/5115/1
YuY_2022__SRR16950696__bin.22,YuY_2022__SRR16950696__bin.22,218406/5116/1
MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin.1,MortensenS_xxxx__WK005-1-L-48h-01G9_S42__bin.1,218406/5119/1
FontanaF_2023__SRR20746915__bin.8,FontanaF_2023__SRR20746915__bin.8,218406/5120/1
DeFilippisF_xxxx__DS_112__bin.12,DeFilippisF_xxxx__DS_112__bin.12,218406/5122/1
MASTER_WP4_UNINA_2__V-30__bin.30,MASTER_WP4_UNINA_2__V-30__bin.30,218406/5124/1
CM_UNINA_FFOOD__FFOOD_281__bin.3,CM_UNINA_FFOOD__FFOOD_281__bin.3,218406/5127/1
MAG_109,MAG_109,218406/5128/1
LeechJ_2020__ERS3967723__bin.4,LeechJ_2020__ERS3967723__bin.4,218406/5130/1
MASTER_WP4_CSIC_1__P2187_73322__bin.4,MASTER_WP4_CSIC_1__P2187_73322__bin.4,218406/5132/1
LeechJ_xxxx__AF84__bin.3,LeechJ_xxxx__AF84__bin.3,218406/5133/1
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.16,MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.16,218406/5138/1
MASTER_WP4_CSIC_2__P2517__bin.13,MASTER_WP4_CSIC_2__P2517__bin.13,218406/5140/1
MASTER_WP4_CSIC_1__P2233_73323__bin.20,MASTER_WP4_CSIC_1__P2233_73323__bin.20,218406/5141/1
ZhaoCC_2020__SRS5803193__bin.7,ZhaoCC_2020__SRS5803193__bin.7,218406/5142/1
MASTER_WP4_UNINA_1__PT008_71775__bin.2,MASTER_WP4_UNINA_1__PT008_71775__bin.2,218406/5143/1
KharnaiorP_2023__SRR22859377__bin.14,KharnaiorP_2023__SRR22859377__bin.14,218406/5144/1
LeechJ_2020__ERS3967692__bin.5,LeechJ_2020__ERS3967692__bin.5,218406/5145/1
MASTER_WP4_CSIC_1__P2229_73323__bin.4,MASTER_WP4_CSIC_1__P2229_73323__bin.4,218406/5148/1
ODFM-BA-A-0110-001_Corynebacterium_nuruki_S6-4,ODFM-BA-A-0110-001_Corynebacterium_nuruki_S6-4,218406/5149/1
AlvarezOrdonezA_xxxx__Q06-21__bin.1,AlvarezOrdonezA_xxxx__Q06-21__bin.1,218406/5157/1
FontanaF_2023__SRR20746936__bin.4,FontanaF_2023__SRR20746936__bin.4,218406/5158/1
MASTER_WP4_UNINA_2__T-22__bin.25,MASTER_WP4_UNINA_2__T-22__bin.25,218406/5160/1
MASTER_WP4_UNINA_1__PA002_73417__bin.5,MASTER_WP4_UNINA_1__PA002_73417__bin.5,218406/5162/1
MortensenS_xxxx__WK001T-1-L-04h-05E2_S90__bin.7,MortensenS_xxxx__WK001T-1-L-04h-05E2_S90__bin.7,218406/5164/1
LeechJ_xxxx__AF73__bin.2,LeechJ_xxxx__AF73__bin.2,218406/5165/1
DeFilippisF_xxxx__DF_114__bin.22,DeFilippisF_xxxx__DF_114__bin.22,218406/5166/1
CM_UNINA_FFOOD__FFOOD_283__bin.12,CM_UNINA_FFOOD__FFOOD_283__bin.12,218406/5167/1
DeFilippisF_xxxx__DF_77__bin.2,DeFilippisF_xxxx__DF_77__bin.2,218406/5168/1
AlvarezOrdonezA_xxxx__C05-18__bin.17,AlvarezOrdonezA_xxxx__C05-18__bin.17,218406/5169/1
MASTER_WP4_UNINA_2__V-21__bin.24,MASTER_WP4_UNINA_2__V-21__bin.24,218406/5171/1
MASTER_WP4_FFoQSI_2__VB06-30__bin.29,MASTER_WP4_FFoQSI_2__VB06-30__bin.29,218406/5174/1
EBC_090.1,EBC_090.1,218406/5182/1
MASTER_WP4_TEAGASC_1__TGS10-30__bin.9,MASTER_WP4_TEAGASC_1__TGS10-30__bin.9,218406/5183/1
WalshAM_2017__ERR1981167__bin.1,WalshAM_2017__ERR1981167__bin.1,218406/5184/1
TomarS_2023__SRR15925267__bin.8,TomarS_2023__SRR15925267__bin.8,218406/5185/1
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.19,MASTER_WP4_FFoQSI_1__VB-05-BD__bin.19,218406/5186/1
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.6,MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.6,218406/5187/1
LeechJ_xxxx__AF62__bin.1,LeechJ_xxxx__AF62__bin.1,218406/5188/1
OlgaP_2019__SRR11909516__bin.6,OlgaP_2019__SRR11909516__bin.6,218406/5190/1
MotaGutierrezJ_2021__SRR11602142__bin.5,MotaGutierrezJ_2021__SRR11602142__bin.5,218406/5191/1
MortensenS_xxxx__WK067-1-L-08h-05B9_S70__bin.2,MortensenS_xxxx__WK067-1-L-08h-05B9_S70__bin.2,218406/5192/1
AlvarezOrdonezA_xxxx__Q05-22__bin.1,AlvarezOrdonezA_xxxx__Q05-22__bin.1,218406/5200/1
KastmanEK_2016__CSB720__bin.9,KastmanEK_2016__CSB720__bin.9,218406/5203/1
ShangpliangH_2023_a__SRR22851168__bin.17,ShangpliangH_2023_a__SRR22851168__bin.17,218406/5204/1
BertuzziAS_2018__ERS2032111__bin.1,BertuzziAS_2018__ERS2032111__bin.1,218406/5205/1
YulandiA_2020__SRS6115052__bin.28,YulandiA_2020__SRS6115052__bin.28,218406/5206/1
MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.3,MortensenS_xxxx__WK042-1-L-48h-03G1_S74__bin.3,218406/5207/1
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.48,MASTER_WP4_FFoQSI_1__VB-05-BD__bin.48,218406/5209/1
C-R03.bin.7,C-R03.bin.7,218406/5211/1
CM_INJERA__injera_E1__bin.13,CM_INJERA__injera_E1__bin.13,218406/5213/1
LiZ_2018__SRS2920550__bin.7,LiZ_2018__SRS2920550__bin.7,218406/5214/1
ShangpliangH_2023_b__SRR22851058__bin.8,ShangpliangH_2023_b__SRR22851058__bin.8,218406/5218/1
FalardeauJ_2023__SRR20811279__bin.3,FalardeauJ_2023__SRR20811279__bin.3,218406/5220/1
AlvarezOrdonezA_xxxx__Q01-22__bin.3,AlvarezOrdonezA_xxxx__Q01-22__bin.3,218406/5222/1
EscobarZepedaA_2016__SRS974112__bin.17,EscobarZepedaA_2016__SRS974112__bin.17,218406/5225/1
MASTER_WP4_UNINA_2__R-35__bin.4,MASTER_WP4_UNINA_2__R-35__bin.4,218406/5226/1
AlvarezOrdonezA_xxxx__R03-19__bin.24,AlvarezOrdonezA_xxxx__R03-19__bin.24,218406/5227/1
DeFilippisF_xxxx__DF_30__bin.1,DeFilippisF_xxxx__DF_30__bin.1,218406/5230/1
LeechJ_xxxx__AF34__bin.1,LeechJ_xxxx__AF34__bin.1,218406/5231/1
MASTER_WP4_FFoQSI_1__VB-12D__bin.20,MASTER_WP4_FFoQSI_1__VB-12D__bin.20,218406/5233/1
DeFilippisF_xxxx__DF_115__bin.4,DeFilippisF_xxxx__DF_115__bin.4,218406/5237/1
MASTER_WP4_CSIC_2__P2615__bin.6,MASTER_WP4_CSIC_2__P2615__bin.6,218406/5238/1
WalshAM_2017__ERS1739835__bin.3,WalshAM_2017__ERS1739835__bin.3,218406/5240/1
AlvarezOrdonezA_xxxx__C07-18__bin.11,AlvarezOrdonezA_xxxx__C07-18__bin.11,218406/5242/1
LeechJ_xxxx__AF43__bin.5,LeechJ_xxxx__AF43__bin.5,218406/5244/1
LiZ_2018__SRS2920550__bin.21,LiZ_2018__SRS2920550__bin.21,218406/5245/1
MASTER_WP4_UNINA_1__PR207_71775__bin.3,MASTER_WP4_UNINA_1__PR207_71775__bin.3,218406/5246/1
